,bin,camis,boro,zipcode,cuisine_description,inspection_date_Ymd,inspection_year,inspection_date_Ymd_next,days_next_inspection,flag_restaurant_one_year,latitude,longitude
512,1008117.0,50064086,Manhattan,10014.0,Pizza,2017-06-08,2017,2017-06-08,0,1,40.727472716915,-74.005480478325
513,1015862.0,50071615,Manhattan,10118.0,Other,2018-02-09,2018,2018-04-10,60,0,40.748268900702,-73.984690273581
514,1032044.0,50096486,Manhattan,10024.0,French,2019-11-25,2019,2019-11-25,0,1,40.784770164183,-73.977123882105
515,1040049.0,50091607,Manhattan,10022.0,Chinese,2019-08-22,2019,2019-08-22,0,1,40.759185126206,-73.962289714892
516,1010199.0,50111741,Manhattan,10014.0,Korean,2022-01-19,2022,2022-01-19,0,1,40.733170936659,-74.003178878134
517,1088534.0,50099732,Manhattan,10001.0,American,2020-02-15,2020,2020-02-15,0,1,40.747116426189,-73.987361213869
518,1013734.0,50106931,Manhattan,10011.0,American,2021-08-10,2021,2021-08-10,0,1,40.739028305374,-73.999346847084
519,1001584.0,50091763,Manhattan,10007.0,Salads,2020-01-22,2020,2020-01-22,0,1,40.715302215618,-74.008754893218
520,1059700.0,50098429,Manhattan,10027.0,Thai,2019-10-07,2019,2019-10-07,0,1,40.813740326138,-73.956008804958
521,1002297.0,50060534,Manhattan,10013.0,Turkish,2017-04-17,2017,2017-04-17,0,1,40.719770958487,-74.004112587571
522,1050206.0,50094301,Manhattan,10128.0,Asian/Asian Fusion,2019-07-09,2019,2019-07-09,0,1,40.781198560002,-73.949303328283
523,1075962.0,50089431,Manhattan,10012.0,Coffee/Tea,2019-05-07,2019,2019-05-07,0,1,40.722153426537,-73.996175877837
524,1035399.0,50080887,Manhattan,10017.0,Donuts,2018-09-21,2018,2018-09-21,0,1,40.755843468605,-73.978617356747
525,1052005.0,50111727,Manhattan,10029.0,Chicken,2021-08-11,2021,2021-08-11,0,1,40.791464581963,-73.944759520207
526,1018168.0,50104152,Manhattan,10016.0,Indian,2021-09-15,2021,2021-09-15,0,1,40.742164284911,-73.982818740401
527,1080737.0,50098521,Manhattan,10018.0,Coffee/Tea,2019-11-26,2019,2019-11-26,0,1,40.752592032413,-73.985725150248
528,1033211.0,50062669,Manhattan,10024.0,French,2018-03-29,2018,2018-03-29,0,1,40.788614973424,-73.974341872062
529,1075440.0,50100887,Manhattan,10025.0,Coffee/Tea,2020-03-16,2020,2020-03-16,0,1,40.804590107999,-73.966396189196
530,1003309.0,50105243,Manhattan,10002.0,Tapas,2021-12-03,2021,2021-12-03,0,1,40.712239276247,-73.994942812495
531,1038932.0,50104898,Manhattan,10017.0,African,2021-08-24,2021,2021-08-24,0,1,40.754043326774,-73.968526064627
532,1062822.0,50107625,Manhattan,10032.0,Seafood,2021-08-30,2021,2021-08-30,0,1,40.836192232967,-73.943305602028
533,1017094.0,50103089,Manhattan,10016.0,Other,2021-12-15,2021,2021-12-15,0,1,40.748216666732,-73.984076742144
534,1086553.0,50088412,Manhattan,10012.0,Frozen Desserts,2019-04-11,2019,2019-04-11,0,1,40.726473748731,-73.999011436166
535,1020189.0,50067426,Manhattan,10016.0,American,2017-12-12,2017,2017-12-12,0,1,40.745582886635,-73.975300441363
536,1005561.0,50076759,Manhattan,10002.0,Coffee/Tea,2018-07-31,2018,2019-06-25,329,0,40.718376467101,-73.992846412394
537,1008214.0,50100510,Manhattan,10012.0,American,2020-02-06,2020,2020-02-06,0,1,40.726454460217,-73.995731858848
538,1044207.0,50085433,Manhattan,10065.0,Vegetarian,2018-11-27,2018,2018-11-27,0,1,40.760510523694,-73.961325158801
539,1037555.0,50070981,Manhattan,10017.0,Indian,2018-02-09,2018,2021-08-16,1284,1,40.751610053914,-73.973818399777
540,1082525.0,50062755,Manhattan,10002.0,Japanese,2017-08-31,2017,2017-08-31,0,1,40.721683713785,-73.990169189447
541,1076262.0,50098724,Manhattan,10112.0,Salads,2020-02-12,2020,2021-07-26,530,1,40.758747437799,-73.978692223615
542,1044905.0,50105063,Manhattan,10021.0,Irish,2021-08-26,2021,2021-08-26,0,1,40.768577977001,-73.955439460636
543,1064298.0,50099706,Manhattan,10033.0,Chinese,2019-10-28,2019,2019-10-28,0,1,40.850934445748,-73.938431250191
544,1088817.0,50073538,Manhattan,10022.0,French,2018-09-11,2018,2018-09-11,0,1,40.761034924781,-73.97117593399
545,1001816.0,50112851,Manhattan,10013.0,Chinese,2021-08-20,2021,2021-08-20,0,1,40.715214710332,-73.998744664681
546,1015579.0,50111563,Manhattan,10010.0,Coffee/Tea,2021-08-04,2021,2021-08-04,0,1,40.742162475318,-73.991021429843
547,1050032.0,50100744,Manhattan,10028.0,Sandwiches,2020-02-12,2020,2020-02-12,0,1,40.777185665336,-73.949158358296
548,1045812.0,50090557,Manhattan,10021.0,Japanese,2019-04-23,2019,2019-04-23,0,1,40.766283748722,-73.956451819069
549,1087756.0,50082098,Manhattan,10038.0,American,2018-10-12,2018,2018-10-12,0,1,40.711533823659,-74.006027439758
550,1008439.0,50091373,Manhattan,10012.0,Chinese/Japanese,2019-09-09,2019,2019-09-09,0,1,40.725433217893,-73.992149338729
551,1061887.0,50087135,Manhattan,10031.0,Tapas,2019-04-25,2019,2019-04-25,0,1,40.82429900582,-73.948565786336
552,1053918.0,50074064,Manhattan,10037.0,Caribbean,2018-03-05,2018,2018-03-05,0,1,40.814242079195,-73.937153925064
553,1016982.0,50073168,Manhattan,10016.0,Korean,2018-02-14,2018,2018-02-14,0,1,40.746778632367,-73.985755272704
554,1008387.0,50087095,Manhattan,10014.0,Hamburgers,2019-04-04,2019,2019-04-04,0,1,40.728677678093,-74.005289352905
555,1015862.0,50060390,Manhattan,10118.0,Salads,2017-05-16,2017,2018-02-09,269,0,40.748268900702,-73.984690273581
556,1006283.0,50083455,Manhattan,10003.0,Japanese,2018-11-05,2018,2018-11-05,0,1,40.727145388761,-73.986185221784
557,1001792.0,50078102,Manhattan,10013.0,Chinese,2018-10-22,2018,2018-10-22,0,1,40.715448005428,-73.998019593357
558,1018089.0,50105679,Manhattan,10010.0,Chinese,2021-12-01,2021,2021-12-01,0,1,40.741176556414,-73.985626561977
559,1032246.0,50069449,Manhattan,10024.0,Bakery Products/Desserts,2017-10-18,2017,2017-10-18,0,1,40.787305078235,-73.971587028264
560,1003028.0,50105783,Manhattan,10013.0,Coffee/Tea,2021-07-27,2021,2021-07-27,0,1,40.720303511884,-74.001096698816
561,1012401.0,50071927,Manhattan,10001.0,Italian,2018-02-24,2018,2018-02-24,0,1,40.750847186703,-74.003890741683
562,1018141.0,50059635,Manhattan,10016.0,Tex-Mex,2017-08-01,2017,2017-08-01,0,1,40.740821923492,-73.981704006628
563,1035462.0,50048235,Manhattan,10022.0,French,2016-10-19,2016,2016-10-19,0,1,40.758107248991,-73.975393238921
564,1077649.0,50055610,Manhattan,10009.0,Portuguese,2017-03-10,2017,2017-03-10,0,1,40.727386752457,-73.984796112009
565,1080727.0,50090975,Manhattan,10018.0,Korean,2019-08-30,2019,2019-08-30,0,1,40.749855267952,-73.983924763891
566,1012857.0,50064472,Manhattan,10001.0,American,2017-08-04,2017,2017-08-04,0,1,40.754313875308,-73.998516532122
567,1053504.0,50086165,Manhattan,10027.0,Hamburgers,2019-02-26,2019,2019-02-26,0,1,40.806515672405,-73.942492934563
568,1008750.0,50063017,Manhattan,10012.0,Bottled Beverages,2017-10-11,2017,2017-10-11,0,1,40.730330142863,-74.001176242818
569,1003546.0,50099119,Manhattan,10002.0,Chinese,2019-11-15,2019,2019-11-15,0,1,40.713770792532,-73.993640494134
570,1036082.0,50067978,Manhattan,10153.0,American,2017-12-01,2017,2018-04-03,123,0,40.764013475174,-73.973188985807
571,1032534.0,50076870,Manhattan,10025.0,Jewish/Kosher,2018-12-18,2018,2018-12-18,0,1,40.792448724959,-73.971519817808
572,1013008.0,50080210,Manhattan,10014.0,Chinese,2018-09-19,2018,2018-09-19,0,1,40.740351215449,-74.00394064752
573,1064269.0,50062554,Manhattan,10033.0,Spanish,2017-09-26,2017,2017-09-26,0,1,40.849261970953,-73.936715876899
574,1001800.0,50117704,Manhattan,10013.0,Other,2022-01-03,2022,2022-01-03,0,1,40.715146063028,-73.997168283888
575,1036465.0,50070575,Manhattan,10022.0,Seafood,2018-02-06,2018,2018-02-06,0,1,40.758183438052,-73.972469417212
576,1005713.0,50106204,Manhattan,10002.0,Italian,2021-11-16,2021,2021-11-16,0,1,40.722614361648,-73.992434679377
577,1013646.0,50086811,Manhattan,10018.0,Coffee/Tea,2019-04-04,2019,2019-04-04,0,1,40.755147963523,-73.991319257666
578,1007566.0,50101357,Manhattan,10012.0,Frozen Desserts,2020-01-09,2020,2020-01-09,0,1,40.723852485138,-73.998091497738
579,1013609.0,50090591,Manhattan,10018.0,Thai,2019-06-05,2019,2019-06-05,0,1,40.755156417253,-73.995000902432
580,1035321.0,50072885,Manhattan,10017.0,Mediterranean,2018-04-20,2018,2018-04-20,0,1,40.751990051009,-73.979863801601
581,1059510.0,50087247,Manhattan,10027.0,Greek,2019-05-17,2019,2019-05-17,0,1,40.808965743978,-73.959472639147
582,1008962.0,50117143,Manhattan,10003.0,Coffee/Tea,2022-02-23,2022,2022-02-23,0,1,40.730398267475,-73.989283911772
583,1081016.0,50074624,Manhattan,10023.0,American,2018-08-10,2018,2020-03-12,580,1,40.772987487239,-73.980081274556
584,1001428.0,50099957,Manhattan,10007.0,Vegan,2020-01-10,2020,2020-01-10,0,1,40.715252673067,-74.010392595204
585,1019870.0,50075193,Manhattan,10016.0,American,2018-08-14,2018,2021-12-16,1220,1,40.74152998471,-73.981162504077
586,1008698.0,50067678,Manhattan,10012.0,American,2018-06-12,2018,2019-04-10,302,0,40.730044692477,-74.000432970954
587,1005485.0,50086540,Manhattan,10002.0,Australian,2019-02-14,2019,2019-02-14,0,1,40.720599529153,-73.990151312097
588,1025004.0,50084331,Manhattan,10036.0,Coffee/Tea,2018-10-31,2018,2018-10-31,0,1,40.760571586789,-73.991051426489
589,1081146.0,50073587,Manhattan,10022.0,American,2018-03-15,2018,2018-04-19,35,0,40.756795007987,-73.974271156741
590,1006236.0,50086142,Manhattan,10003.0,Vegan,2018-12-03,2018,2021-12-01,1094,1,40.727035771777,-73.98771139805
591,1010684.0,50117909,Manhattan,10014.0,Coffee/Tea,2022-01-03,2022,2022-01-03,0,1,40.734581788148,-74.000595375756
592,1000003.0,50099541,Manhattan,10004.0,Italian,2021-11-30,2021,2022-01-05,36,0,40.701687901075,-74.011631125861
593,1051729.0,50095006,Manhattan,10029.0,Chinese,2019-08-15,2019,2019-08-15,0,1,40.786759847663,-73.950259650517
594,1090630.0,50059086,Manhattan,10018.0,American,2017-03-01,2017,2021-12-08,1743,1,40.751589996785,-73.984213084688
595,1032134.0,50076945,Manhattan,10024.0,Asian/Asian Fusion,2018-06-12,2018,2018-06-12,0,1,40.786748833355,-73.975678729176
596,1028625.0,50095456,Manhattan,10023.0,American,2020-01-16,2020,2020-01-16,0,1,40.777043847286,-73.977960606262
597,1006433.0,50114726,Manhattan,10003.0,Pizza,2021-11-22,2021,2021-11-22,0,1,40.729854537259,-73.98673308629
598,1010179.0,50077644,Manhattan,10014.0,Sandwiches,2018-08-15,2018,2018-08-15,0,1,40.732556103463,-74.003384517675
599,1084506.0,50101878,Manhattan,10019.0,Chinese,2020-01-28,2020,2020-01-28,0,1,40.7627376917,-73.975557575612
600,1005625.0,50069393,Manhattan,10002.0,Italian,2018-04-17,2018,2018-04-17,0,1,40.722323215915,-73.989840796629
601,1034520.0,50070641,Manhattan,10103.0,Tex-Mex,2018-05-29,2018,2018-05-29,0,1,40.760542065811,-73.976421114653
602,1064056.0,50079814,Manhattan,10040.0,Chinese/Cuban,2018-08-21,2018,2018-08-21,0,1,40.857367379338,-73.932272497672
603,1000807.0,50079271,Manhattan,10006.0,Coffee/Tea,2018-11-07,2018,2018-11-07,0,1,40.706631127508,-74.012631080595
604,1060860.0,50069443,Manhattan,10039.0,Seafood,2018-08-07,2018,2018-08-07,0,1,40.826687893671,-73.939292069733
605,1059738.0,50088599,Manhattan,10027.0,Spanish,2019-07-11,2019,2019-07-11,0,1,40.817694478371,-73.953412145982
606,1061327.0,50115851,Manhattan,10031.0,Coffee/Tea,2022-01-03,2022,2022-01-03,0,1,40.824866847837,-73.94785714808
607,1005591.0,50064101,Manhattan,10002.0,American,2017-06-27,2017,2017-06-27,0,1,40.719037865656,-73.991518783656
608,1003720.0,50100305,Manhattan,10002.0,Spanish,2020-01-14,2020,2020-01-14,0,1,40.714434281522,-73.985462810643
609,1084870.0,50109752,Manhattan,10002.0,Coffee/Tea,2021-07-22,2021,2021-07-22,0,1,40.715840152609,-73.990765262369
610,1043258.0,50106768,Manhattan,10075.0,Pizza,2021-10-13,2021,2021-10-13,0,1,40.77466447012,-73.959118101119
611,1059497.0,50055077,Manhattan,10027.0,American,2016-10-24,2016,2016-10-24,0,1,40.807609639467,-73.95890994729
612,1048706.0,50095813,Manhattan,10028.0,Chinese,2019-10-02,2019,2019-10-02,0,1,40.776127837932,-73.953026119939
613,1004960.0,50102095,Manhattan,10002.0,Chinese,2020-02-27,2020,2020-02-27,0,1,40.721930224739,-73.985320470909
614,1009263.0,50112308,Manhattan,10003.0,American,2021-08-17,2021,2021-08-17,0,1,40.73308022042,-73.993519571702
615,1052801.0,50109659,Manhattan,10029.0,Other,2021-11-10,2021,2021-11-10,0,1,40.792102414082,-73.94134253991
616,1050734.0,50099941,Manhattan,10128.0,French,2020-03-16,2020,2020-03-16,0,1,40.778753779513,-73.945066186347
617,1015175.0,50098022,Manhattan,10001.0,American,2019-12-19,2019,2019-12-19,0,1,40.749394979358,-73.991774762274
618,1024892.0,50093763,Manhattan,10019.0,Chinese,2019-07-24,2019,2019-07-24,0,1,40.765648399214,-73.982473316226
619,1026764.0,50061305,Manhattan,10019.0,Seafood,2018-05-09,2018,2021-11-30,1301,1,40.765544809398,-73.98800028719
620,1003609.0,50069127,Manhattan,10002.0,Greek,2017-09-26,2017,2017-09-26,0,1,40.71442941923,-73.991786308278
621,1040895.0,50078577,Manhattan,10065.0,American,2018-08-08,2018,2018-08-08,0,1,40.765363049008,-73.969780588918
622,1036200.0,50117519,Manhattan,10017.0,American,2022-02-01,2022,2022-02-01,0,1,40.753888302009,-73.974247018046
623,1000058.0,50066216,Manhattan,10280.0,French,2017-07-31,2017,2017-07-31,0,1,40.711530166285,-74.015672785414
624,1036905.0,50091469,Manhattan,10022.0,Chicken,2019-08-19,2019,2019-08-19,0,1,40.761253904851,-73.968876403494
625,1014428.0,50111874,Manhattan,10001.0,Sandwiches,2021-09-07,2021,2021-09-07,0,1,40.751939298258,-73.99079633155
626,1087978.0,50080589,Manhattan,10036.0,Coffee/Tea,2018-08-29,2018,2018-08-29,0,1,40.756890780426,-73.990023200823
627,1019468.0,50059806,Manhattan,10016.0,Japanese,2017-10-18,2017,2017-10-18,0,1,40.749637382985,-73.977659320761
628,,50068493,Manhattan,10029.0,Latin American,2018-06-01,2018,2018-06-01,0,1,40.79593226893,-73.943188330875
629,1028260.0,50112026,Manhattan,10023.0,Coffee/Tea,2021-07-27,2021,2021-10-15,80,0,40.774349043002,-73.98100876451
630,1083520.0,50072863,Manhattan,10014.0,Coffee/Tea,2018-02-20,2018,2019-12-17,665,1,40.730091309256,-74.003214811595
631,1005335.0,50072279,Manhattan,10002.0,Japanese,2017-12-19,2017,2017-12-19,0,1,40.719029313533,-73.987965404456
632,1052267.0,50097094,Manhattan,10029.0,Italian,2020-03-11,2020,2020-03-11,0,1,40.798942874509,-73.942416429493
633,1036485.0,50044433,Manhattan,10022.0,Mediterranean,2016-03-16,2016,2016-03-16,0,1,40.759343706367,-73.969447629695
634,1061920.0,50083554,Manhattan,10031.0,Bakery Products/Desserts,2018-10-25,2018,2018-10-25,0,1,40.825654944786,-73.948647840004
635,1001021.0,50107420,Manhattan,10005.0,American,2021-10-26,2021,2021-10-26,0,1,40.708108174289,-74.008768372325
636,1013429.0,50049095,Manhattan,10011.0,Japanese,2016-08-02,2016,2016-08-02,0,1,40.74545928109,-73.998917321202
637,1081541.0,50085479,Manhattan,10011.0,Mediterranean,2018-11-26,2018,2018-11-26,0,1,40.740872775677,-74.001688862208
638,1030049.0,50081677,Manhattan,10023.0,Thai,2018-10-24,2018,2018-10-24,0,1,40.780187044094,-73.980465470201
639,1064785.0,50046741,Manhattan,10034.0,Latin American,2016-05-23,2016,2016-05-23,0,1,40.865491983203,-73.919790820518
640,1023157.0,50110660,Manhattan,10019.0,Japanese,2021-08-09,2021,2021-08-10,1,0,40.761997729789,-73.981568213506
641,1015606.0,50073537,Manhattan,10010.0,French,2018-02-13,2018,2018-02-13,0,1,40.743359104168,-73.98996388512
642,1022698.0,50067755,Manhattan,10019.0,Indian,2017-09-18,2017,2017-09-18,0,1,40.759840464071,-73.982294364807
643,1082032.0,50113403,Manhattan,10007.0,Other,2021-11-16,2021,2021-11-16,0,1,40.715233539357,-74.009472734165
644,1014499.0,50101765,Manhattan,10018.0,Afghan,2020-02-19,2020,2020-02-25,6,0,40.754568654554,-73.989363025222
645,1013848.0,50089878,Manhattan,10011.0,American,2019-05-08,2019,2019-05-08,0,1,40.74105943155,-73.999682435273
646,,50072931,Manhattan,10002.0,Coffee/Tea,2018-02-06,2018,2018-02-06,0,1,40.71785502644,-73.993982808669
647,1050065.0,50072534,Manhattan,10128.0,Southeast Asian,2017-12-13,2017,2017-12-13,0,1,40.779264122434,-73.950713006714
648,1084820.0,50115065,Manhattan,10001.0,Sandwiches/Salads/Mixed Buffet,2021-11-01,2021,2021-11-01,0,1,40.751017287555,-73.994326287935
649,1059514.0,50095290,Manhattan,10027.0,Sandwiches/Salads/Mixed Buffet,2019-07-12,2019,2019-07-12,0,1,40.809102945503,-73.959371408251
650,1014427.0,50071474,Manhattan,10001.0,Bagels/Pretzels,2018-01-12,2018,2018-01-12,0,1,40.752043618577,-73.991041748626
651,1021890.0,50096981,Manhattan,10016.0,Coffee/Tea,2020-02-06,2020,2020-02-06,0,1,40.743617266809,-73.973637502578
652,1016108.0,50090741,Manhattan,10003.0,Pizza,2019-05-07,2019,2019-12-12,219,0,40.736609791786,-73.990679378381
653,1057337.0,50093719,Manhattan,10025.0,Other,2020-02-26,2020,2020-02-26,0,1,40.80598688351,-73.965384058565
654,1001418.0,50069532,Manhattan,10007.0,French,2018-02-20,2018,2018-02-20,0,1,40.71464337504,-74.009934378528
655,1038466.0,50060989,Manhattan,10022.0,American,2017-06-01,2017,2017-06-01,0,1,40.756201028265,-73.96971618072
656,1005491.0,50080728,Manhattan,10002.0,Coffee/Tea,2018-10-12,2018,2018-10-12,0,1,40.719959983959,-73.98998545998
657,1002431.0,50074983,Manhattan,10013.0,Japanese,2018-10-01,2018,2018-10-01,0,1,40.715659314321,-73.996435978158
658,1047610.0,50066030,Manhattan,10028.0,Latin American,2017-10-12,2017,2017-10-12,0,1,40.777216403439,-73.957228154481
659,1036464.0,50064289,Manhattan,10022.0,American,2017-08-01,2017,2017-08-01,0,1,40.757603968478,-73.971144938087
660,1002429.0,50066840,Manhattan,10013.0,American,2018-03-25,2018,2018-03-25,0,1,40.715755379409,-73.996378255965
661,1090554.0,50100714,Manhattan,10002.0,Donuts,2021-11-03,2021,2021-11-17,14,0,40.718502330547,-73.988084546292
662,1051461.0,50087434,Manhattan,10029.0,"Juice, Smoothies, Fruit Salads",2019-04-12,2019,2019-04-12,0,1,40.787990899177,-73.953609961882
663,1025254.0,50077758,Manhattan,10019.0,Thai,2018-07-25,2018,2018-07-25,0,1,40.765094643294,-73.987754888784
664,1034199.0,50080568,Manhattan,10036.0,"Juice, Smoothies, Fruit Salads",2018-08-07,2018,2018-08-07,0,1,40.753763450051,-73.981552453793
665,1038243.0,50079639,Manhattan,10022.0,Middle Eastern,2018-09-11,2018,2019-06-17,279,0,40.755498696318,-73.970979817697
666,1025002.0,50073848,Manhattan,10036.0,Coffee/Tea,2018-03-28,2018,2018-03-28,0,1,40.75983590387,-73.989990270584
667,1006278.0,50075656,Manhattan,10003.0,Coffee/Tea,2018-08-27,2018,2018-08-27,0,1,40.727356794627,-73.986683074233
668,1005768.0,50058308,Manhattan,10009.0,Chinese,2017-03-17,2017,2017-03-17,0,1,40.725004229307,-73.984305994491
669,1050033.0,50053297,Manhattan,10028.0,Korean,2016-08-29,2016,2016-08-29,0,1,40.777237798059,-73.949118601091
670,1015254.0,50066835,Manhattan,10018.0,Coffee/Tea,2017-09-19,2017,2017-09-19,0,1,40.752320503987,-73.987461283168
671,1085792.0,50086458,Manhattan,10004.0,Pizza,2019-01-09,2019,2019-04-09,90,0,40.701687901075,-74.011631125861
672,1090554.0,50090479,Manhattan,10002.0,American,2019-08-15,2019,2019-09-10,26,0,40.718140053728,-73.988402066414
673,1005916.0,50086014,Manhattan,10009.0,Coffee/Tea,2019-03-26,2019,2019-03-26,0,1,40.727510051844,-73.983251879636
674,1088961.0,50088463,Manhattan,10001.0,Coffee/Tea,2019-03-28,2019,2019-03-29,1,0,40.753984513583,-73.99983035853
675,1001320.0,50083241,Manhattan,10038.0,American,2018-09-28,2018,2018-09-28,0,1,40.706908985393,-74.003697005066
676,1017188.0,50070388,Manhattan,10016.0,Italian,2018-03-02,2018,2018-03-02,0,1,40.74987421089,-73.982098519541
677,1007882.0,50080764,Manhattan,10012.0,Coffee/Tea,2018-10-09,2018,2018-10-09,0,1,40.722430524234,-73.993441242345
678,1005343.0,50073713,Manhattan,10002.0,Korean,2018-03-07,2018,2018-03-07,0,1,40.720720183542,-73.988888639603
679,1052807.0,50106850,Manhattan,10029.0,Mexican,2021-12-15,2021,2021-12-15,0,1,40.791091424667,-73.939566618737
680,1012541.0,50098815,Manhattan,10011.0,"Juice, Smoothies, Fruit Salads",2019-11-14,2019,2019-11-14,0,1,40.741869040229,-74.004713006739
681,1012541.0,50085916,Manhattan,10011.0,Caribbean,2019-04-17,2019,2019-07-02,76,0,40.741869040229,-74.004713006739
682,1078483.0,50088416,Manhattan,10014.0,American,2019-03-28,2019,2019-04-01,4,0,40.740417084329,-74.004095823603
683,1075879.0,50108908,Manhattan,10009.0,Thai,2022-01-13,2022,2022-01-13,0,1,40.723972294008,-73.985031398464
684,1087261.0,50072186,Manhattan,10011.0,Italian,2018-10-11,2018,2018-10-11,0,1,40.738970450066,-73.992941624354
685,1088750.0,50099157,Manhattan,10006.0,Japanese,2021-11-30,2021,2021-11-30,0,1,40.708335375108,-74.014763089606
686,1025221.0,50105680,Manhattan,10019.0,Japanese,2021-11-03,2021,2021-11-03,0,1,40.764400167465,-73.987274892324
687,1090650.0,50069653,Manhattan,10002.0,Coffee/Tea,2017-10-19,2017,2017-10-19,0,1,40.71808813156,-73.990938106889
688,1025257.0,50090908,Manhattan,10019.0,Chinese,2019-06-05,2019,2019-06-05,0,1,40.763782325638,-73.9850260269
689,1045225.0,50064781,Manhattan,10075.0,American,2017-08-03,2017,2017-08-03,0,1,40.772549706788,-73.955613702549
690,1078756.0,50065974,Manhattan,10016.0,Pizza,2017-08-01,2017,2017-08-01,0,1,40.744249706483,-73.979205728022
691,1056456.0,50104992,Manhattan,10025.0,Barbecue,2021-11-10,2021,2021-11-10,0,1,40.796686312536,-73.97031168428
692,1015497.0,50078642,Manhattan,10011.0,Italian,2019-06-26,2019,2019-10-07,103,0,40.739936513657,-73.991563025322
693,1005524.0,50111670,Manhattan,10002.0,Asian/Asian Fusion,2022-01-18,2022,2022-01-18,0,1,40.721159326566,-73.988686540034
694,1083976.0,50115029,Manhattan,10027.0,Seafood,2021-12-23,2021,2021-12-23,0,1,40.80729405319,-73.945819183827
695,1078540.0,50072048,Manhattan,10011.0,Asian/Asian Fusion,2018-01-08,2018,2018-01-08,0,1,40.745695321647,-73.998202746804
696,1032665.0,50055004,Manhattan,10024.0,American,2017-08-21,2017,2017-08-21,0,1,40.784070357619,-73.977658555954
697,1026711.0,50106070,Manhattan,10019.0,Pizza,2021-12-15,2021,2021-12-15,0,1,40.765517648901,-73.991162670008
698,1033299.0,50106016,Manhattan,10024.0,American,2021-11-23,2021,2021-11-23,0,1,40.789446496601,-73.973738459415
699,1005630.0,50070670,Manhattan,10002.0,Asian/Asian Fusion,2018-03-06,2018,2018-03-06,0,1,40.718788280938,-73.994657322767
700,1005881.0,50082385,Manhattan,10009.0,Thai,2018-11-08,2018,2018-11-08,0,1,40.72681284306,-73.982992285603
701,1059298.0,50105457,Manhattan,10027.0,Coffee/Tea,2021-07-19,2021,2021-07-19,0,1,40.810288956433,-73.952918830361
702,1052000.0,50058180,Manhattan,10029.0,Chicken,2017-01-10,2017,2017-01-10,0,1,40.791135328134,-73.9450017593
703,1005957.0,50067680,Manhattan,10009.0,Vegetarian,2017-09-19,2017,2017-09-19,0,1,40.728349975342,-73.983424851691
704,1015691.0,50110741,Manhattan,10001.0,Japanese,2021-08-18,2021,2021-08-18,0,1,40.744585756978,-73.987372522452
705,,50101083,Manhattan,10027.0,Japanese,2020-01-29,2020,2020-01-29,0,1,40.810564900045,-73.943963311761
706,1010074.0,50105389,Manhattan,10014.0,Seafood,2021-07-27,2021,2021-07-27,0,1,40.730955945838,-74.001479337735
707,1024929.0,50077398,Manhattan,10036.0,Chinese,2018-10-23,2018,2022-01-05,1170,1,40.758288065537,-73.99271938217
708,1008295.0,50076022,Manhattan,10014.0,Italian,2019-06-18,2019,2019-06-18,0,1,40.729094977878,-74.002467899133
709,1030017.0,50051577,Manhattan,10023.0,American,2016-11-15,2016,2016-11-15,0,1,40.778355868701,-73.978111820544
710,1025214.0,50064262,Manhattan,10019.0,Other,2017-06-20,2017,2017-06-20,0,1,40.764251910383,-73.986917535552
711,1032635.0,50085608,Manhattan,10024.0,Frozen Desserts,2019-01-17,2019,2019-01-17,0,1,40.783677913193,-73.97794395785
712,1085800.0,50110819,Manhattan,10038.0,Bakery Products/Desserts,2021-07-22,2021,2021-07-22,0,1,40.706431406321,-74.003339904459
713,1044832.0,50105152,Manhattan,10021.0,Chinese,2021-11-17,2021,2021-11-17,0,1,40.767327846361,-73.959425872055
714,1009020.0,50080708,Manhattan,10003.0,American,2019-04-26,2019,2019-04-26,0,1,40.732393568167,-73.987843910277
715,1054473.0,50117521,Manhattan,10035.0,American,2022-02-03,2022,2022-02-03,0,1,40.804833819798,-73.938502954429
716,1001342.0,50070205,Manhattan,10038.0,Coffee/Tea,2017-11-21,2017,2017-11-21,0,1,40.707512873941,-74.002167727074
717,1006176.0,50107236,Manhattan,10003.0,American,2021-10-18,2021,2021-10-18,0,1,40.725358695043,-73.987484414782
718,1015274.0,50097395,Manhattan,10018.0,Pizza,2020-03-16,2020,2020-03-16,0,1,40.753489733029,-73.987110953723
719,1038553.0,50069341,Manhattan,10022.0,Mexican,2018-06-14,2018,2018-08-01,48,0,40.757359008936,-73.968571416385
720,1056575.0,50080427,Manhattan,10025.0,Pizza,2018-07-31,2018,2021-11-10,1198,1,40.799438779376,-73.968378102965
721,1037176.0,50103017,Manhattan,10017.0,Sandwiches,2020-02-06,2020,2020-02-06,0,1,40.749059927649,-73.972772759527
722,1015226.0,50065446,Manhattan,10018.0,Hawaiian,2017-10-30,2017,2017-10-30,0,1,40.750821897104,-73.98776113167
723,1020632.0,50117960,Manhattan,10016.0,American,2022-03-08,2022,2022-03-08,0,1,40.742155178579,-73.977744840606
724,1011109.0,50082974,Manhattan,10011.0,Pizza,2018-11-23,2018,2022-01-19,1153,1,40.73875108596,-74.000194862487
725,1029897.0,50105774,Manhattan,10023.0,Jewish/Kosher,2021-12-02,2021,2021-12-02,0,1,40.777993943276,-73.980216977784
726,1064230.0,50088644,Manhattan,10040.0,Mexican,2019-04-09,2019,2019-04-09,0,1,40.864371152444,-73.926534914835
